,test_edge_hard.BO.x,test_edge_hard.BO.mean,test_edge_hard.BO.low,test_edge_hard.BO.high,test_edge_hard.Dummy.x,test_edge_hard.Dummy.mean,test_edge_hard.Dummy.low,test_edge_hard.Dummy.high,test_edge_hard.GA.x,test_edge_hard.GA.mean,test_edge_hard.GA.low,test_edge_hard.GA.high,test_edge_hard.Random.x,test_edge_hard.Random.mean,test_edge_hard.Random.low,test_edge_hard.Random.high,test_edge_hard.SGD.x,test_edge_hard.SGD.mean,test_edge_hard.SGD.low,test_edge_hard.SGD.high,test_edge_medium.BO.x,test_edge_medium.BO.mean,test_edge_medium.BO.low,test_edge_medium.BO.high,test_edge_medium.Dummy.x,test_edge_medium.Dummy.mean,test_edge_medium.Dummy.low,test_edge_medium.Dummy.high,test_edge_medium.GA.x,test_edge_medium.GA.mean,test_edge_medium.GA.low,test_edge_medium.GA.high,test_edge_medium.Random.x,test_edge_medium.Random.mean,test_edge_medium.Random.low,test_edge_medium.Random.high,test_edge_medium.SGD.x,test_edge_medium.SGD.mean,test_edge_medium.SGD.low,test_edge_medium.SGD.high,test_hard.BO.x,test_hard.BO.mean,test_hard.BO.low,test_hard.BO.high,test_hard.Dummy.x,test_hard.Dummy.mean,test_hard.Dummy.low,test_hard.Dummy.high,test_hard.GA.x,test_hard.GA.mean,test_hard.GA.low,test_hard.GA.high,test_hard.Random.x,test_hard.Random.mean,test_hard.Random.low,test_hard.Random.high,test_hard.SGD.x,test_hard.SGD.mean,test_hard.SGD.low,test_hard.SGD.high,test_realworld.BO.x,test_realworld.BO.mean,test_realworld.BO.low,test_realworld.BO.high,test_realworld.Dummy.x,test_realworld.Dummy.mean,test_realworld.Dummy.low,test_realworld.Dummy.high,test_realworld.GA.x,test_realworld.GA.mean,test_realworld.GA.low,test_realworld.GA.high,test_realworld.Random.x,test_realworld.Random.mean,test_realworld.Random.low,test_realworld.Random.high,test_realworld.SGD.x,test_realworld.SGD.mean,test_realworld.SGD.low,test_realworld.SGD.high,test_simple.BO.x,test_simple.BO.mean,test_simple.BO.low,test_simple.BO.high,test_simple.Dummy.x,test_simple.Dummy.mean,test_simple.Dummy.low,test_simple.Dummy.high,test_simple.GA.x,test_simple.GA.mean,test_simple.GA.low,test_simple.GA.high,test_simple.Random.x,test_simple.Random.mean,test_simple.Random.low,test_simple.Random.high,test_simple.SGD.x,test_simple.SGD.mean,test_simple.SGD.low,test_simple.SGD.high
10,300.0,-48.61897999952817,-49.12036638979319,-47.90569429350343,300.0,-49.999999999525436,-49.99999999954989,-49.99999999950046,300.0,-46.941179999519036,-47.71422437372078,-45.94925138506005,300.0,-47.47323999950807,-48.19455045400003,-46.66542131505728,300.0,-47.084239999512455,-47.91611287083251,-46.251799207673024,300.0,-47.78931999949969,-48.44632155671828,-47.022625255962105,300.0,-49.99999999951779,-49.99999999954194,-49.999999999491685,300.0,-45.874819999490896,-46.75762405421247,-44.89571367278659,300.0,-45.72373999951413,-46.61293971060543,-44.69728521444847,300.0,-46.875839999502915,-47.66841263814853,-46.04575713892146,300.0,-43.2362799994783,-44.226160307442896,-42.17691580258416,300.0,-46.49409999950198,-47.16539365156015,-45.62382052324073,300.0,-44.48997999949328,-45.40921877843601,-43.54035998626836,300.0,-44.09943999951448,-45.01016126165942,-43.1370228917586,300.0,-42.87777999949481,-43.83215065233244,-41.814971116461564,300.0,-26.35340740693029,-28.96712275937315,-24.16319115305177,300.0,-49.9999999995283,-49.99999999958079,-49.99999999948055,300.0,-26.47733333283751,-28.90764492270126,-24.28769478259677,300.0,-28.020740740245383,-30.597004792852193,-25.583032178710294,300.0,-27.687851851372372,-30.23865037569043,-25.175107769107917,300.0,-12.292666666181901,-12.665424086389965,-11.964319546993904,300.0,-16.305466666121166,-16.97871075247162,-15.691083204914746,300.0,-11.831199999487223,-12.178339821898772,-11.531997676538566,300.0,-11.906133332822925,-12.320824399357182,-11.608458745158595,300.0,-11.92493333280216,-12.325213124795534,-11.621471156018401
11,330.0,-48.55951999949152,-49.07306251773739,-47.880343536805356,330.0,-49.99999999948563,-49.999999999511985,-49.99999999946283,330.0,-46.564019999522536,-47.411258079634436,-45.51873617765414,330.0,-47.31065999948836,-48.0500340715306,-46.43462561973249,330.0,-46.96535999949792,-47.804385176440334,-46.11121924574297,330.0,-47.72463999950259,-48.397583792424584,-46.984358437625836,330.0,-49.999999999508205,-49.9999999995341,-49.999999999482135,330.0,-45.53529999949966,-46.417798032534435,-44.43218483730212,330.0,-45.500959999503685,-46.401789220565256,-44.43875939519267,330.0,-46.61195999949321,-47.455683995498326,-45.739639420085375,330.0,-43.12871999948104,-44.113820711415684,-42.0740181937968,330.0,-46.07435999951259,-46.79219454177328,-45.18935465727823,330.0,-43.984119999503704,-44.93312671395331,-42.98489622881429,330.0,-43.789959999501484,-44.702000209777246,-42.809015408127394,330.0,-42.557059999509995,-43.566544675995104,-41.492029055488985,330.0,-25.846296295766642,-28.443304899276118,-23.667679124145216,330.0,-49.999999999471996,-49.999999999517186,-49.99999999942247,330.0,-26.062666666171925,-28.627690681587872,-23.870568304708673,330.0,-27.179333332798887,-29.870426370545466,-24.89579752154939,330.0,-26.806962962457646,-29.183400397260723,-24.436593664770278,330.0,-12.201666666221724,-12.5652951638758,-11.881087698983375,330.0,-16.263133332749984,-16.945943487914718,-15.649064921955832,330.0,-11.731999999508472,-12.090936138171596,-11.432252781097853,330.0,-11.74459999950395,-12.133706328702775,-11.460315271414759,330.0,-11.835933332802371,-12.226605170889314,-11.543688700868246
12,360.0,-48.55951999951415,-49.07306251776004,-47.88034353681838,360.0,-49.999999999505704,-49.99999999953124,-49.99999999948058,360.0,-46.34785999950621,-47.16527584417143,-45.234316219297064,360.0,-47.30491999952853,-48.046379833201,-46.42138191768827,360.0,-46.85985999951344,-47.68085930149565,-45.98118877270942,360.0,-47.602179999506085,-48.30176715572034,-46.853906189535806,360.0,-49.99999999948468,-49.99999999950807,-49.99999999945623,360.0,-45.18317999950728,-46.12123169306418,-44.1098403305598,360.0,-45.24369999948599,-46.19025763137813,-44.19746928692444,360.0,-46.203519999515535,-47.02408093969311,-45.27737628260289,360.0,-42.822299999482304,-43.831528437756056,-41.7588544150738,360.0,-45.980559999496975,-46.6964307196124,-45.075890336162644,360.0,-43.74799999950135,-44.71640294778435,-42.78004718980307,360.0,-43.45435999949612,-44.35705189191328,-42.432537438596796,360.0,-42.16335999953384,-43.259269979474944,-41.16156373343792,360.0,-25.043407406897735,-27.6936724221639,-22.87207367346871,360.0,-49.999999999501256,-49.99999999955316,-49.99999999944525,360.0,-25.48148148099012,-28.02629474045046,-23.314582878498083,360.0,-26.6808148143127,-29.419940793182246,-24.49065607414194,360.0,-25.716592592096873,-28.004350472268737,-23.235699910575843,360.0,-12.112199999488224,-12.492012045131226,-11.782912714549202,360.0,-16.2275333328316,-16.908059201744578,-15.615671062474876,360.0,-11.615399999491554,-11.98905618246447,-11.313101413354666,360.0,-11.715333332851205,-12.10563398385011,-11.431066175388255,360.0,-11.764466666179347,-12.155192951162434,-11.474864000605592
13,390.0,-48.55359999948586,-49.068757515169445,-47.87703119661167,390.0,-49.999999999490136,-49.99999999951372,-49.999999999465146,390.0,-46.23473999949681,-47.06295558917339,-45.08474558499942,390.0,-47.158439999493396,-47.914999732330095,-46.275892338318634,390.0,-46.79027999947276,-47.59618644912564,-45.859467011279705,390.0,-47.59513999951062,-48.28936189596177,-46.84833676416214,390.0,-49.99999999950486,-49.99999999952978,-49.999999999477375,390.0,-44.94605999951518,-45.921453626825695,-43.85948313599932,390.0,-45.108439999516186,-46.05796637284794,-44.046757383559026,390.0,-45.92435999948527,-46.83683312939661,-45.004168959467556,390.0,-42.70045999949836,-43.729925034356775,-41.68815105699821,390.0,-45.92107999948194,-46.65555157254864,-45.049461636416666,390.0,-43.18481999948888,-44.18161597080557,-42.16118971490621,390.0,-43.13149999951174,-44.07030583057782,-42.0959326616372,390.0,-41.683579999479456,-42.741979352437,-40.624544932853325,390.0,-24.57422222170485,-27.108188583273712,-22.420879457298007,390.0,-49.99999999952392,-49.999999999572275,-49.9999999994761,390.0,-25.238444443939603,-27.87055095196996,-23.02348570970275,390.0,-25.630740740226088,-28.229382027927123,-23.5266985661729,390.0,-25.455629629139835,-27.82202186530537,-22.987952279500746,390.0,-12.038666666131656,-12.407026467182664,-11.71556662273032,390.0,-16.175933332829608,-16.84976556223912,-15.543463368687577,390.0,-11.540999999464857,-11.91566793335035,-11.259443084110995,390.0,-11.615399999515931,-12.000358976894127,-11.319557451777062,390.0,-11.693466666176574,-12.077895445122225,-11.397788597564054
14,420.0,-48.553599999492114,-49.06875751517453,-47.87703119663897,420.0,-49.99999999951018,-49.99999999953417,-49.999999999485645,420.0,-46.1822999995169,-47.02968143022351,-45.01604649841913,420.0,-47.00733999950754,-47.77896858468215,-46.07678239657497,420.0,-46.60779999950567,-47.435394719679074,-45.626402235801336,420.0,-47.59447999951573,-48.28912420011818,-46.84834145451631,420.0,-49.99999999947521,-49.99999999950219,-49.99999999945028,420.0,-44.84225999948783,-45.8128238315867,-43.66857929886165,420.0,-44.958399999491625,-45.924253446806325,-43.888963314474395,420.0,-45.699619999478976,-46.613843514106726,-44.74829232322298,420.0,-42.59067999949256,-43.5884396892189,-41.549234036859986,420.0,-45.792479999492436,-46.50165108044182,-44.864751234937636,420.0,-42.97661999952228,-44.00362608989353,-41.90941991301217,420.0,-42.87817999946684,-43.815114468162875,-41.854078600470274,420.0,-41.24917999950868,-42.305399276653525,-40.18486861497942,420.0,-23.932814814328623,-26.27844388006361,-21.8439653311263,420.0,-49.999999999496865,-49.999999999540286,-49.99999999944384,420.0,-24.66148148098611,-27.111392033438847,-22.527879147306308,420.0,-25.34081481427001,-27.8040956256057,-23.21810671087518,420.0,-24.513333332827465,-26.786510619652667,-22.018290807066933,420.0,-12.004066666165329,-12.370676237497179,-11.696125833351935,420.0,-16.140866666212375,-16.82879342449166,-15.497170623231312,420.0,-11.464799999510227,-11.836322334288422,-11.179733003788916,420.0,-11.573199999472468,-11.954839604195344,-11.280037291432441,420.0,-11.638799999515127,-12.001204701386918,-11.35811319701821
15,450.0,-48.48039999947928,-49.00439144712332,-47.7631618929446,450.0,-49.999999999523205,-49.99999999954727,-49.99999999949824,450.0,-46.111539999492855,-46.9742678453215,-44.94541320979151,450.0,-46.87531999949384,-47.7029900031307,-45.99962463635118,450.0,-46.570599999506285,-47.41865916499361,-45.55528629204879,450.0,-47.59447999949765,-48.28912420009133,-46.848341454505515,450.0,-49.99999999949366,-49.99999999951936,-49.99999999946895,450.0,-44.69869999949387,-45.670663882785504,-43.56651024717575,450.0,-44.671239999520544,-45.732553463085836,-43.60033035105688,450.0,-45.69961999949188,-46.613843514115835,-44.748292323250055,450.0,-42.379139999495365,-43.394818340586056,-41.35657442130606,450.0,-45.59511999950722,-46.338381274795054,-44.662085153728825,450.0,-42.515479999513005,-43.56375957424857,-41.42408658130935,450.0,-42.722919999516925,-43.6742459962015,-41.656601157954334,450.0,-40.89121999950935,-41.9417417811457,-39.77328863700931,450.0,-23.35111111061509,-25.68243736257716,-21.358927240733657,450.0,-49.99999999949763,-49.99999999954126,-49.99999999944963,450.0,-24.554518518050084,-27.037470766863944,-22.405359768443404,450.0,-24.66940740695599,-26.945122670730353,-22.651075641675753,450.0,-24.319851851337706,-26.523459872317915,-21.919883869715207,450.0,-11.976199999497505,-12.347895951818101,-11.672694927123798,450.0,-16.114866666205806,-16.81656795024033,-15.473033327503208,450.0,-11.336266666142512,-11.707715354345849,-11.059356664971691,450.0,-11.510333332829912,-11.896100754909307,-11.216300245746629,450.0,-11.564599999522304,-11.950557446392299,-11.28720866037158
16,480.0,-48.48039999950287,-49.0043914471324,-47.763161892987966,480.0,-49.99999999948983,-49.999999999513875,-49.999999999461245,480.0,-46.09687999948484,-46.9533235666237,-44.91342726171956,480.0,-46.80303999949581,-47.61354333674089,-45.878914879015475,480.0,-46.49125999950111,-47.3336316413616,-45.46786779051062,480.0,-47.58571999949827,-48.29035380953569,-46.84577872245348,480.0,-49.99999999947757,-49.99999999950315,-49.999999999453735,480.0,-44.49715999950563,-45.49132244257935,-43.379421107492355,480.0,-44.541659999488104,-45.605509789368085,-43.42620882733245,480.0,-45.54893999951025,-46.46165385760824,-44.55668707896235,480.0,-42.205119999500326,-43.2079598073497,-41.17632892606164,480.0,-45.32559999950417,-46.10914344742821,-44.41999622954033,480.0,-42.17085999949731,-43.261642613089,-41.07407503635226,480.0,-42.41887999949723,-43.390568544655444,-41.30655009036413,480.0,-40.52173999947474,-41.60937807718763,-39.4246377464883,480.0,-22.934592592090556,-25.2698774717499,-21.009916065532725,480.0,-49.99999999953098,-49.99999999958452,-49.99999999948263,480.0,-24.383629629172344,-26.781596210837755,-22.249374535029563,480.0,-24.375777777290956,-26.694996672389472,-22.217909191652012,480.0,-23.332518517976965,-25.375071432838208,-21.1255398357252,480.0,-11.95506666616394,-12.327371196973221,-11.653830220781904,480.0,-16.079666666153148,-16.762065305418126,-15.425250071922385,480.0,-11.276866666169614,-11.651021125156745,-11.001544308984325,480.0,-11.472066666146578,-11.846332954163374,-11.177198295738766,480.0,-11.541466666129775,-11.929794645891038,-11.256484026781909
17,510.0,-48.48039999952006,-49.004391447158625,-47.76316189299328,510.0,-49.99999999950081,-49.99999999952548,-49.99999999947791,510.0,-45.957999999501524,-46.84868797347982,-44.79759301494425,510.0,-46.73317999950282,-47.54306092370397,-45.85074290324555,510.0,-46.411139999505345,-47.28588545456691,-45.407889667247375,510.0,-47.58571999949044,-48.29035380950447,-46.845778722452586,510.0,-49.99999999952436,-49.999999999549146,-49.99999999949988,510.0,-44.49377999950038,-45.4889936148306,-43.374971730120926,510.0,-44.39931999949856,-45.50391320361799,-43.22736185356064,510.0,-45.35047999950309,-46.34043968859005,-44.374679965830644,510.0,-41.95149999949634,-42.97020301885617,-40.90853193790138,510.0,-45.26405999948843,-46.05821351437908,-44.330630204257425,510.0,-41.80089999950231,-42.878683005108236,-40.68179055081934,510.0,-42.17837999949557,-43.18914320689324,-41.15573982655762,510.0,-40.126999999516826,-41.20817779590188,-38.95764309438782,510.0,-22.859185184700582,-25.212470173216786,-20.957247603261678,510.0,-49.99999999952071,-49.99999999956742,-49.99999999947225,510.0,-24.278370369877997,-26.6081458933731,-22.11689581422911,510.0,-24.240296295793396,-26.570143020050498,-22.106062611327726,510.0,-22.964740740286892,-25.157063439508068,-20.81073110341469,510.0,-11.902933332835174,-12.266004819782594,-11.600641355804393,510.0,-16.051333332815116,-16.74371729313955,-15.400628204753463,510.0,-11.25946666616725,-11.622348516595427,-10.97833540938253,510.0,-11.395666666178402,-11.7909087546319,-11.107781397110275,510.0,-11.488666666169218,-11.880822695122866,-11.205258689003038
18,540.0,-48.41773999949526,-48.973623813773074,-47.65422348403962,540.0,-49.999999999518515,-49.999999999542894,-49.99999999949427,540.0,-45.933719999511425,-46.82864544857525,-44.7613585248733,540.0,-46.44259999949064,-47.311256235850365,-45.49378086950933,540.0,-46.372139999494046,-47.23807559144325,-45.38098549119127,540.0,-47.44335999950379,-48.16590056483567,-46.661166442357285,540.0,-49.99999999950394,-49.9999999995322,-49.999999999480714,540.0,-44.48113999948965,-45.47370462982631,-43.3547306901911,540.0,-44.392039999509926,-45.50122311012079,-43.2315893863034,540.0,-45.29297999951363,-46.2338093587598,-44.281714638581015,540.0,-41.56893999949766,-42.60511432537713,-40.490108293949554,540.0,-45.089439999494104,-45.89040129609666,-44.14279882666997,540.0,-41.63715999950914,-42.709574716482194,-40.50345173216005,540.0,-42.00991999948463,-43.029295197390674,-40.98746934265533,540.0,-39.92277999951719,-41.01875078850614,-38.79876238291422,540.0,-22.531629629078438,-24.898539583795852,-20.680295444329673,540.0,-49.999999999493525,-49.99999999954225,-49.999999999451276,540.0,-24.220518518064978,-26.582216845347872,-22.057291981110104,540.0,-23.981333332808646,-26.35571629678051,-21.84616297125524,540.0,-22.6854074069556,-24.85168642942567,-20.639946201133483,540.0,-11.871333332814602,-12.233320500529654,-11.56902782714875,540.0,-16.013533332854273,-16.70807503841502,-15.358860678812034,540.0,-11.213733332839036,-11.582726521001312,-10.923583025490231,540.0,-11.326199999504992,-11.70641197501335,-11.046632640109667,540.0,-11.419199999504478,-11.795037598236497,-11.139223052063208
19,570.0,-48.41773999949944,-48.973623813817866,-47.65422348405358,570.0,-49.999999999497895,-49.99999999952252,-49.99999999947322,570.0,-45.915119999489065,-46.81665121191141,-44.72997921363247,570.0,-46.36007999950041,-47.21520939201636,-45.359139623182486,570.0,-46.362559999495076,-47.232777144581455,-45.37432981709939,570.0,-47.443359999499215,-48.165900564807984,-46.661166442355494,570.0,-49.99999999949956,-49.99999999952505,-49.99999999947566,570.0,-44.45809999948312,-45.450336645942606,-43.3148629226721,570.0,-44.36283999949751,-45.46160704127747,-43.149676036911686,570.0,-45.129919999513625,-46.09077565521378,-44.08829958085677,570.0,-41.33359999948245,-42.34798314612073,-40.240583636745946,570.0,-45.07849999950925,-45.881328480410424,-44.11901045486405,570.0,-41.423559999500796,-42.46163814099016,-40.2918344450365,570.0,-41.73553999952871,-42.834653029941315,-40.705143981095546,570.0,-39.75563999949453,-40.86189510842277,-38.61517273953541,570.0,-22.518592592102845,-24.900050582074986,-20.67970623734673,570.0,-49.99999999950181,-49.999999999551434,-49.99999999945617,570.0,-24.0924444439227,-26.457458241231738,-21.88951416754962,570.0,-23.53888888837263,-25.829999065300605,-21.482729130195228,570.0,-22.56348148096055,-24.766361056308003,-20.51729852747569,570.0,-11.84866666621707,-12.223630028152353,-11.559554172278103,570.0,-15.996866666172458,-16.685127058494146,-15.337698549467149,570.0,-11.17613333282086,-11.54726678185745,-10.898397290801844,570.0,-11.301199999513315,-11.683304776580501,-11.023082518563003,570.0,-11.361066666193155,-11.731031908481759,-11.081642037261615
20,600.0,-48.4113999994976,-48.96591896514963,-47.64825849522241,600.0,-49.99999999950799,-49.999999999533074,-49.99999999948342,600.0,-45.818239999485655,-46.75436905409603,-44.62699057648867,600.0,-46.35137999950307,-47.214504602400446,-45.348549252881035,600.0,-46.36255999949913,-47.23277714459362,-45.37432981709313,600.0,-47.44335999950966,-48.16590056483148,-46.66116644236108,600.0,-49.999999999493575,-49.999999999518984,-49.999999999467974,600.0,-44.29259999949999,-45.31133770865122,-43.08571257169201,600.0,-44.32519999951143,-45.46125390642438,-43.154829872496244,600.0,-44.98943999949533,-45.96061941137084,-43.91870987906028,600.0,-41.228099999494546,-42.273262880708465,-40.18337926503198,600.0,-45.07849999950574,-45.881328480427236,-44.11901045484852,600.0,-41.123179999505155,-42.15102586141796,-39.89627376512699,600.0,-41.51531999948623,-42.59824913418447,-40.43434806440134,600.0,-39.54951999950875,-40.69976433727669,-38.41038864404582,600.0,-22.022074073586904,-24.443666295792895,-20.233577667933123,600.0,-49.99999999953978,-49.999999999587125,-49.99999999948614,600.0,-23.59733333284977,-25.96115766939466,-21.40025599914872,600.0,-23.491555555067592,-25.826208621118766,-21.458472254182187,600.0,-22.094222221708257,-24.13537384645019,-20.10549699850733,600.0,-11.83533333284329,-12.199657957960078,-11.538530627266677,600.0,-15.992799999530993,-16.681526923808967,-15.332557341529233,600.0,-11.146999999511507,-11.528649766082603,-10.87489097595111,600.0,-11.283599999513134,-11.663640946222642,-10.995597912493006,600.0,-11.317799999531287,-11.704670848887005,-11.037817451920747
21,630.0,-48.41139999952299,-48.96591896515953,-47.648258495252286,630.0,-49.99999999950467,-49.99999999953065,-49.99999999947907,630.0,-45.81289999949778,-46.74889636467073,-44.623729788176234,630.0,-46.27951999950514,-47.173344051901,-45.31008072207997,630.0,-46.241339999500674,-47.11735754072616,-45.195551975880605,630.0,-47.44335999948335,-48.165900564815686,-46.66116644233356,630.0,-49.99999999949971,-49.99999999952556,-49.99999999947616,630.0,-44.12547999949922,-45.14578982959878,-42.90576532558487,630.0,-44.21025999950844,-45.295721756759185,-43.04798584994778,630.0,-44.98335999948376,-45.96319463006568,-43.91471831526155,630.0,-41.14537999948982,-42.210945213647584,-40.075806822888694,630.0,-45.06029999947698,-45.87114861295396,-44.09107082363287,630.0,-41.06279999950133,-42.109725417648065,-39.84349963819944,630.0,-41.03939999950193,-42.12528650821001,-39.956252729086295,630.0,-39.41345999948382,-40.55356229544421,-38.27168852112896,630.0,-21.928666666165892,-24.377828586105185,-20.172441542042442,630.0,-49.99999999950092,-49.99999999954699,-49.99999999945152,630.0,-23.283185184634952,-25.789044118751587,-21.207638851449058,630.0,-23.31274074020584,-25.5670293890559,-21.320573117793312,630.0,-21.787629629066213,-23.833448071756827,-19.85804785637781,630.0,-11.805666666168444,-12.180384767270056,-11.519500643934299,630.0,-15.987333332831817,-16.67759564273073,-15.331582092033605,630.0,-11.12446666613339,-11.499276961639708,-10.846188574802667,630.0,-11.246466666164538,-11.622690571854612,-10.963812417451786,630.0,-11.28053333279112,-11.661009731603025,-10.999679059115332
22,660.0,-48.41139999948795,-48.965918965140354,-47.6482584952016,660.0,-49.9999999995119,-49.99999999953549,-49.99999999948829,660.0,-45.80385999949473,-46.73904163299142,-44.62298655852065,660.0,-46.03053999952407,-46.890796088795724,-45.003146857748696,660.0,-46.12747999950249,-47.06373889223775,-45.1287810726608,660.0,-47.42683999950974,-48.172694222750835,-46.65007901742799,660.0,-49.9999999994782,-49.99999999950319,-49.999999999452854,660.0,-44.10809999949114,-45.12550243605728,-42.88152287797016,660.0,-44.13701999947941,-45.259399945018615,-42.94560455204599,660.0,-44.92187999950778,-45.93691169043874,-43.83693839369263,660.0,-40.9712199994971,-42.070882134389386,-39.853236981773875,660.0,-45.00401999951858,-45.7901288864012,-44.03190521795704,660.0,-40.83569999953016,-41.90411766943365,-39.61344139773892,660.0,-40.9660199994998,-42.0406953586452,-39.84829725856713,660.0,-39.3468199995023,-40.486856437686356,-38.20441510323611,660.0,-21.883111110634445,-24.27484114292801,-20.082384771718573,660.0,-49.999999999455326,-49.99999999950373,-49.99999999940763,660.0,-23.055999999426273,-25.595506842974885,-21.027452484984188,660.0,-23.167555555040813,-25.417637958696005,-21.17762744196927,660.0,-21.448222221676858,-23.46174142299147,-19.59389058213303,660.0,-11.783333332810495,-12.164390186922862,-11.491214790567993,660.0,-15.951399999477804,-16.64384880793108,-15.292772759127558,660.0,-11.103133332826783,-11.496649344445457,-10.82947035547287,660.0,-11.230599999510654,-11.610997155169432,-10.953475359853808,660.0,-11.226266666148423,-11.61774809770325,-10.943994027281834
23,690.0,-48.41139999950403,-48.96591896516452,-47.64825849523688,690.0,-49.99999999947933,-49.99999999950234,-49.99999999945678,690.0,-45.72571999950337,-46.679271004662375,-44.514861205375,690.0,-45.9115799995058,-46.75845327854034,-44.86552870153454,690.0,-46.05031999949355,-46.997495095523824,-45.02833086688737,690.0,-47.426839999485516,-48.172694222722534,-46.65007901740989,690.0,-49.99999999949316,-49.99999999951781,-49.99999999946702,690.0,-44.02103999951478,-45.0488778516574,-42.79201240035397,690.0,-44.03751999947212,-45.15596122261055,-42.840673922483035,690.0,-44.83225999950329,-45.83173338776033,-43.71704050069991,690.0,-40.810199999504384,-41.893165112600265,-39.669657698871994,690.0,-44.950599999516974,-45.77118011970874,-43.9869530414495,690.0,-40.62877999950651,-41.75416890983674,-39.46357147466984,690.0,-40.620879999489205,-41.71043611357928,-39.52843704297785,690.0,-39.10193999947414,-40.224543144081245,-37.97299437736415,690.0,-21.84311111062305,-24.253094677037904,-20.040203496025768,690.0,-49.9999999995306,-49.999999999578506,-49.999999999475044,690.0,-23.001629629124338,-25.532848586611326,-20.96301923003527,690.0,-23.132296295764462,-25.392968063328194,-21.146770176923088,690.0,-21.099481480974255,-23.144248279398514,-19.264053393657452,690.0,-11.782733332855855,-12.163126493950733,-11.48776716971615,690.0,-15.92553333284444,-16.616706576401484,-15.256715604909559,690.0,-11.096533332789283,-11.483273281680821,-10.816329010624402,690.0,-11.201599999495754,-11.58756135557964,-10.932180283991114,690.0,-11.170533332819947,-11.559103617595577,-10.882300644444173
24,720.0,-48.361199999508045,-48.925595481855794,-47.5976865702686,720.0,-49.9999999994985,-49.99999999952443,-49.999999999472266,720.0,-45.535459999479826,-46.49025474426418,-44.36083474724374,720.0,-45.85245999950119,-46.7349820772449,-44.81879343577653,720.0,-45.91191999948241,-46.88103720207911,-44.88202532283518,720.0,-47.367979999513025,-48.163615584785184,-46.61753548602674,720.0,-49.999999999494214,-49.99999999951883,-49.99999999946991,720.0,-44.0003399994837,-45.035781060508945,-42.762287676957826,720.0,-44.036819999517945,-45.15539921105355,-42.84009301464251,720.0,-44.786499999487695,-45.809948313094736,-43.676689148164826,720.0,-40.748419999502595,-41.83114090941849,-39.659621882172495,720.0,-44.874299999483604,-45.68940926276932,-43.90572752421463,720.0,-40.40629999951111,-41.47745597486185,-39.146246242732964,720.0,-40.25485999950279,-41.345922129513355,-39.072385311317674,720.0,-38.90375999949586,-40.02233437623693,-37.76636798645962,720.0,-21.776740740260205,-24.227482117730567,-20.025590648297825,720.0,-49.999999999524434,-49.99999999957472,-49.99999999947969,720.0,-22.95962962910981,-25.536538732085805,-20.911904816853188,720.0,-22.793037036526048,-25.23607887097296,-20.863150613768223,720.0,-20.791481481004723,-22.7790386565035,-19.05762387037329,720.0,-11.764799999512036,-12.155114018112869,-11.478405059201489,720.0,-15.925533332790735,-16.61670657631482,-15.256715604851085,720.0,-11.073333332861193,-11.456636013803372,-10.796466921163702,720.0,-11.16759999950544,-11.550245937598815,-10.898387085834687,720.0,-11.16653333282802,-11.555267491589653,-10.877482781744646
25,750.0,-48.3611999995036,-48.92559548185242,-47.597686570258155,750.0,-49.99999999948503,-49.9999999995095,-49.99999999946219,750.0,-45.45031999950217,-46.44795960666301,-44.279712953620916,750.0,-45.83131999950625,-46.69393879571008,-44.785384872491875,750.0,-45.69969999949557,-46.712948778680804,-44.68637693043571,750.0,-47.24953999952781,-48.03045333442533,-46.464424832536025,750.0,-49.99999999945769,-49.99999999948115,-49.999999999432,750.0,-43.98443999948873,-45.00556522584654,-42.70666452899111,750.0,-43.96077999949449,-45.05755180064336,-42.77398069593019,750.0,-44.58601999949487,-45.62370368823478,-43.48020879039434,750.0,-40.738339999519425,-41.808871185330396,-39.646906573305685,750.0,-44.816239999519766,-45.63838637967796,-43.83395721548947,750.0,-40.20603999949696,-41.27738867831254,-38.90610394942471,750.0,-40.09595999950687,-41.197445354286195,-38.94115070326219,750.0,-38.72361999948916,-39.83097999781255,-37.52878941053504,750.0,-21.754814814356383,-24.228871760942933,-20.00519822390725,750.0,-49.99999999949701,-49.99999999954338,-49.99999999944604,750.0,-22.820148147648258,-25.364239064524128,-20.7188096289154,750.0,-22.616074073581164,-24.939703142793284,-20.661649308667357,750.0,-20.72362962917925,-22.732038444212336,-18.9622865734864,750.0,-11.73706666613044,-12.122579358217434,-11.447944715502947,750.0,-15.920799999499375,-16.61372818526125,-15.24587445634645,750.0,-11.068599999487548,-11.455703635048433,-10.79256269361395,750.0,-11.098133332829217,-11.475442406602154,-10.81939999950056,750.0,-11.160799999509173,-11.553390874377907,-10.874284257903218
